ID,name,description,created,last modified,associated groups,associated groups citations
G0119,Indrik Spider,"[Indrik Spider](https://attack.mitre.org/groups/G0119) is a Russia-based cybercriminal group that has been active since at least 2014. [Indrik Spider](https://attack.mitre.org/groups/G0119) initially started with the [Dridex](https://attack.mitre.org/software/S0384) banking Trojan, and then by 2017 they began running ransomware operations using [BitPaymer](https://attack.mitre.org/software/S0570), [WastedLocker](https://attack.mitre.org/software/S0612), and Hades ransomware. Following U.S. sanctions and an indictment in 2019, [Indrik Spider](https://attack.mitre.org/groups/G0119) changed their tactics and diversified their toolset.(Citation: Crowdstrike Indrik November 2018)(Citation: Crowdstrike EvilCorp March 2021)(Citation: Treasury EvilCorp Dec 2019)",06 January 2021,28 October 2024,"['DEV-0243', 'Evil Corp', 'Manatee Tempest', 'UNC2165']","['Microsoft Threat Actor Naming July 2023', 'Crowdstrike EvilCorp March 2021', 'Treasury EvilCorp Dec 2019', 'Microsoft Threat Actor Naming July 2023', 'Mandiant_UNC2165']"
G0004,Ke3chang,"[Ke3chang](https://attack.mitre.org/groups/G0004) is a threat group attributed to actors operating out of China. [Ke3chang](https://attack.mitre.org/groups/G0004) has targeted oil, government, diplomatic, military, and NGOs in Central and South America, the Caribbean, Europe, and North America since at least 2010.(Citation: Mandiant Operation Ke3chang November 2014)(Citation: NCC Group APT15 Alive and Strong)(Citation: APT15 Intezer June 2018)(Citation: Microsoft NICKEL December 2021)",31 May 2017,08 January 2024,"['APT15', 'GREF', 'Mirage', 'NICKEL', 'Nylon Typhoon', 'Playful Dragon', 'RoyalAPT', 'Vixen Panda']","['NCC Group APT15 Alive and Strong', 'NCC Group APT15 Alive and Strong', 'NCC Group APT15 Alive and Strong', 'Microsoft NICKEL December 2021', 'Microsoft Threat Actor Naming July 2023', 'NCC Group APT15 Alive and Strong', 'APT15 Intezer June 2018', 'APT15 Intezer June 2018', 'NCC Group APT15 Alive and Strong', 'APT15 Intezer June 2018']"
G0094,Kimsuky,"[Kimsuky](https://attack.mitre.org/groups/G0094) is a North Korea-based cyber espionage group that has been active since at least 2012. The group initially focused on targeting South Korean government entities, think tanks, and individuals identified as experts in various fields, and expanded its operations to include the UN and the government, education, business services, and manufacturing sectors in the United States, Japan, Russia, and Europe. [Kimsuky](https://attack.mitre.org/groups/G0094) has focused its intelligence collection activities on foreign policy and national security issues related to the Korean peninsula, nuclear policy, and sanctions. [Kimsuky](https://attack.mitre.org/groups/G0094) operations have overlapped with those of other North Korean cyber espionage actors likely as a result of ad hoc collaborations or other limited resource sharing.(Citation: EST Kimsuky April 2019)(Citation: Cybereason Kimsuky November 2020)(Citation: Malwarebytes Kimsuky June 2021)(Citation: CISA AA20-301A Kimsuky)(Citation: Mandiant APT43 March 2024)(Citation: Proofpoint TA427 April 2024)

[Kimsuky](https://attack.mitre.org/groups/G0094) was assessed to be responsible for the 2014 Korea Hydro & Nuclear Power Co. compromise; other notable campaigns include Operation STOLEN PENCIL (2018), Operation Kabar Cobra (2019), and Operation Smoke Screen (2019).(Citation: Netscout Stolen Pencil Dec 2018)(Citation: EST Kimsuky SmokeScreen April 2019)(Citation: AhnLab Kimsuky Kabar Cobra Feb 2019)

North Korean group definitions are known to have significant overlap, and some security researchers report all North Korean state-sponsored cyber activity under the name [Lazarus Group](https://attack.mitre.org/groups/G0032) instead of tracking clusters or subgroups.",26 August 2019,10 October 2024,"['APT43', 'Black Banshee', 'Emerald Sleet', 'TA427', 'THALLIUM', 'Velvet Chollima']","['Mandiant APT43 March 2024', 'Proofpoint TA427 April 2024', 'Cybereason Kimsuky November 2020', 'Malwarebytes Kimsuky June 2021', 'Microsoft Threat Actor Naming July 2023', 'Proofpoint TA427 April 2024', 'Proofpoint TA427 April 2024', 'Cybereason Kimsuky November 2020', 'Malwarebytes Kimsuky June 2021', 'Mandiant APT43 March 2024', 'Proofpoint TA427 April 2024', 'Zdnet Kimsuky Dec 2018', 'ThreatConnect Kimsuky September 2020', 'Malwarebytes Kimsuky June 2021']"
G1004,LAPSUS$,"[LAPSUS$](https://attack.mitre.org/groups/G1004) is cyber criminal threat group that has been active since at least mid-2021. [LAPSUS$](https://attack.mitre.org/groups/G1004) specializes in large-scale social engineering and extortion operations, including destructive attacks without the use of ransomware. The group has targeted organizations globally, including in the government, manufacturing, higher education, energy, healthcare, technology, telecommunications, and media sectors.(Citation: BBC LAPSUS Apr 2022)(Citation: MSTIC DEV-0537 Mar 2022)(Citation: UNIT 42 LAPSUS Mar 2022)",09 June 2022,11 January 2024,"['DEV-0537', 'Strawberry Tempest']","['MSTIC DEV-0537 Mar 2022', 'Microsoft Threat Actor Naming July 2023']"
G0032,Lazarus Group,"[Lazarus Group](https://attack.mitre.org/groups/G0032) is a North Korean state-sponsored cyber threat group that has been attributed to the Reconnaissance General Bureau.(Citation: US-CERT HIDDEN COBRA June 2017)(Citation: Treasury North Korean Cyber Groups September 2019) The group has been active since at least 2009 and was reportedly responsible for the November 2014 destructive wiper attack against Sony Pictures Entertainment as part of a campaign named Operation Blockbuster by Novetta. Malware used by [Lazarus Group](https://attack.mitre.org/groups/G0032) correlates to other reported campaigns, including Operation Flame, Operation 1Mission, Operation Troy, DarkSeoul, and Ten Days of Rain.(Citation: Novetta Blockbuster)

North Korean group definitions are known to have significant overlap, and some security researchers report all North Korean state-sponsored cyber activity under the name [Lazarus Group](https://attack.mitre.org/groups/G0032) instead of tracking clusters or subgroups, such as [Andariel](https://attack.mitre.org/groups/G0138), [APT37](https://attack.mitre.org/groups/G0067), [APT38](https://attack.mitre.org/groups/G0082), and [Kimsuky](https://attack.mitre.org/groups/G0094).   ",31 May 2017,11 April 2024,"['Diamond Sleet', 'Guardians of Peace', 'HIDDEN COBRA', 'Labyrinth Chollima', 'NICKEL ACADEMY', 'ZINC']","['Microsoft Threat Actor Naming July 2023', 'US-CERT HIDDEN COBRA June 2017', 'US-CERT HIDDEN COBRA June 2017', 'US-CERT HOPLIGHT Apr 2019', 'CrowdStrike Labyrinth Chollima Feb 2022', 'Secureworks NICKEL ACADEMY Dec 2017', 'Microsoft ZINC disruption Dec 2017']"
G0140,LazyScripter,"[LazyScripter](https://attack.mitre.org/groups/G0140) is threat group that has mainly targeted the airlines industry since at least 2018, primarily using open-source toolsets.(Citation: MalwareBytes LazyScripter Feb 2021)",24 November 2021,22 March 2023,[''],[]
G0077,Leafminer,[Leafminer](https://attack.mitre.org/groups/G0077) is an Iranian threat group that has targeted government organizations and business entities in the Middle East since at least early 2017. (Citation: Symantec Leafminer July 2018),17 October 2018,22 March 2023,['Raspite'],['Dragos Raspite Aug 2018']
G0065,Leviathan,"[Leviathan](https://attack.mitre.org/groups/G0065) is a Chinese state-sponsored cyber espionage group that has been attributed to the Ministry of State Security's (MSS) Hainan State Security Department and an affiliated front company.(Citation: CISA AA21-200A APT40 July 2021) Active since at least 2009, [Leviathan](https://attack.mitre.org/groups/G0065) has targeted the following sectors: academia, aerospace/aviation, biomedical, defense industrial base, government, healthcare, manufacturing, maritime, and transportation across the US, Canada, Europe, the Middle East, and Southeast Asia.(Citation: CISA AA21-200A APT40 July 2021)(Citation: Proofpoint Leviathan Oct 2017)(Citation: FireEye Periscope March 2018)",18 April 2018,08 January 2024,"['APT40', 'BRONZE MOHAWK', 'Gadolinium', 'Gingham Typhoon', 'Kryptonite Panda', 'MUDCARP', 'TEMP.Jumper', 'TEMP.Periscope']","['CISA AA21-200A APT40 July 2021', 'Proofpoint Leviathan Oct 2017', 'FireEye Periscope March 2018', 'FireEye APT40 March 2019', 'CISA AA21-200A APT40 July 2021', 'SecureWorks BRONZE MOHAWK n.d.', 'CISA AA21-200A APT40 July 2021', 'MSTIC GADOLINIUM September 2020', 'Microsoft Threat Actor Naming July 2023', 'CISA AA21-200A APT40 July 2021', 'Crowdstrike KRYPTONITE PANDA August 2018', 'CISA AA21-200A APT40 July 2021', 'Accenture MUDCARP March 2019', 'CISA AA21-200A APT40 July 2021', 'FireEye APT40 March 2019', 'CISA AA21-200A APT40 July 2021', 'FireEye Periscope March 2018', 'FireEye APT40 March 2019']"
G0030,Lotus Blossom,[Lotus Blossom](https://attack.mitre.org/groups/G0030) is a threat group that has targeted government and military organizations in Southeast Asia. (Citation: Lotus Blossom Jun 2015),31 May 2017,08 January 2024,"['DRAGONFISH', 'RADIUM', 'Raspberry Typhoon', 'Spring Dragon']","['Accenture Dragonfish Jan 2018', 'Microsoft Threat Actor Naming July 2023', 'Microsoft Threat Actor Naming July 2023', 'Spring Dragon Jun 2015', 'Accenture Dragonfish Jan 2018']"
G1014,LuminousMoth,"[LuminousMoth](https://attack.mitre.org/groups/G1014) is a Chinese-speaking cyber espionage group that has been active since at least October 2020. [LuminousMoth](https://attack.mitre.org/groups/G1014) has targeted high-profile organizations, including government entities, in Myanmar, the Philippines, Thailand, and other parts of Southeast Asia. Some security researchers have concluded there is a connection between [LuminousMoth](https://attack.mitre.org/groups/G1014) and [Mustang Panda](https://attack.mitre.org/groups/G0129) based on similar targeting and TTPs, as well as network infrastructure overlaps.(Citation: Kaspersky LuminousMoth July 2021)(Citation: Bitdefender LuminousMoth July 2021)",23 February 2023,17 April 2023,[''],[]
G0095,Machete,"[Machete](https://attack.mitre.org/groups/G0095) is a suspected Spanish-speaking cyber espionage group that has been active since at least 2010. It has primarily focused its operations within Latin America, with a particular emphasis on Venezuela, but also in the US, Europe, Russia, and parts of Asia. [Machete](https://attack.mitre.org/groups/G0095) generally targets high-profile organizations such as government institutions, intelligence services, and military units, as well as telecommunications and power companies.(Citation: Cylance Machete Mar 2017)(Citation: Securelist Machete Aug 2014)(Citation: ESET Machete July 2019)(Citation: 360 Machete Sep 2020)",13 September 2019,06 October 2021,"['APT-C-43', 'El Machete']","['360 Machete Sep 2020', 'Cylance Machete Mar 2017']"
G0059,Magic Hound,"[Magic Hound](https://attack.mitre.org/groups/G0059) is an Iranian-sponsored threat group that conducts long term, resource-intensive cyber espionage operations, likely on behalf of the Islamic Revolutionary Guard Corps. They have targeted European, U.S., and Middle Eastern government and military personnel, academics, journalists, and organizations such as the World Health Organization (WHO), via complex social engineering campaigns since at least 2014.(Citation: FireEye APT35 2018)(Citation: ClearSky Kittens Back 3 August 2020)(Citation: Certfa Charming Kitten January 2021)(Citation: Secureworks COBALT ILLUSION Threat Profile)(Citation: Proofpoint TA453 July2021)",16 January 2018,10 July 2024,"['APT35', 'COBALT ILLUSION', 'Charming Kitten', 'ITG18', 'Mint Sandstorm', 'Newscaster', 'Phosphorus', 'TA453']","['FireEye APT35 2018', 'Certfa Charming Kitten January 2021', 'Check Point APT35 CharmPower January 2022', 'Secureworks COBALT ILLUSION Threat Profile', 'ClearSky Charming Kitten Dec 2017', 'Eweek Newscaster and Charming Kitten May 2014', 'ClearSky Kittens Back 2 Oct 2019', 'ClearSky Kittens Back 3 August 2020', 'Proofpoint TA453 March 2021', 'Check Point APT35 CharmPower January 2022', 'IBM ITG18 2020', 'Microsoft Threat Actor Naming July 2023', 'Unit 42 Magic Hound Feb 2017', 'FireEye APT35 2018', 'Microsoft Phosphorus Mar 2019', 'Microsoft Phosphorus Oct 2020', 'US District Court of DC Phosphorus Complaint 2019', 'Certfa Charming Kitten January 2021', 'Proofpoint TA453 March 2021', 'Check Point APT35 CharmPower January 2022', 'Proofpoint TA453 March 2021', 'Proofpoint TA453 July2021', 'Check Point APT35 CharmPower January 2022']"
G1026,Malteiro,[Malteiro](https://attack.mitre.org/groups/G1026) is a financially motivated criminal group that is likely based in Brazil and has been active since at least November 2019. The group operates and distributes the [Mispadu](https://attack.mitre.org/software/S1122)  banking trojan via a Malware-as-a-Service (MaaS) business model. [Malteiro](https://attack.mitre.org/groups/G1026) mainly targets victims throughout Latin America (particularly Mexico) and Europe (particularly Spain and Portugal).(Citation: SCILabs Malteiro 2021),13 March 2024,29 March 2024,[''],[]
G1013,Metador,"[Metador](https://attack.mitre.org/groups/G1013) is a suspected cyber espionage group that was first reported in September 2022. [Metador](https://attack.mitre.org/groups/G1013) has targeted a limited number of telecommunication companies, internet service providers, and universities in the Middle East and Africa. Security researchers named the group [Metador](https://attack.mitre.org/groups/G1013) based on the ""I am meta"" string in one of the group's malware samples and the expectation of Spanish-language responses from C2 servers.(Citation: SentinelLabs Metador Sept 2022)",25 January 2023,11 April 2024,[''],[]
G0002,Moafee,"[Moafee](https://attack.mitre.org/groups/G0002) is a threat group that appears to operate from the Guandong Province of China. Due to overlapping TTPs, including similar custom tools, Moafee is thought to have a direct or indirect relationship with the threat group [DragonOK](https://attack.mitre.org/groups/G0017). (Citation: Haq 2014)",31 May 2017,30 March 2020,[''],[]
G0103,Mofang,"[Mofang](https://attack.mitre.org/groups/G0103) is a likely China-based cyber espionage group, named for its frequent practice of imitating a victim's infrastructure. This adversary has been observed since at least May 2012 conducting focused attacks against government and critical infrastructure in Myanmar, as well as several other countries and sectors including military, automobile, and weapons industries.(Citation: FOX-IT May 2016 Mofang)",12 May 2020,11 April 2024,[''],[]
G0021,Molerats,"[Molerats](https://attack.mitre.org/groups/G0021) is an Arabic-speaking, politically-motivated threat group that has been operating since 2012. The group's victims have primarily been in the Middle East, Europe, and the United States.(Citation: DustySky)(Citation: DustySky2)(Citation: Kaspersky MoleRATs April 2019)(Citation: Cybereason Molerats Dec 2020)",31 May 2017,11 April 2024,"['Gaza Cybergang', 'Operation Molerats']","['DustySky', 'Kaspersky MoleRATs April 2019', 'Cybereason Molerats Dec 2020', 'FireEye Operation Molerats', 'Cybereason Molerats Dec 2020']"
G1036,Moonstone Sleet,"[Moonstone Sleet](https://attack.mitre.org/groups/G1036) is a North Korean-linked threat actor executing both financially motivated attacks and espionage operations. The group previously overlapped significantly with another North Korean-linked entity, [Lazarus Group](https://attack.mitre.org/groups/G0032), but has differentiated its tradecraft since 2023. [Moonstone Sleet](https://attack.mitre.org/groups/G1036) is notable for creating fake companies and personas to interact with victim entities, as well as developing unique malware such as a variant delivered via a fully functioning game.(Citation: Microsoft Moonstone Sleet 2024)",26 August 2024,01 October 2024,['Storm-1789'],['Microsoft Moonstone Sleet 2024']
G1009,Moses Staff,"[Moses Staff](https://attack.mitre.org/groups/G1009) is a suspected Iranian threat group that has primarily targeted Israeli companies since at least September 2021. [Moses Staff](https://attack.mitre.org/groups/G1009) openly stated their motivation in attacking Israeli companies is to cause damage by leaking stolen sensitive data and encrypting the victim's networks without a ransom demand.(Citation: Checkpoint MosesStaff Nov 2021) 

Security researchers assess [Moses Staff](https://attack.mitre.org/groups/G1009) is politically motivated, and has targeted government, finance, travel, energy, manufacturing, and utility companies outside of Israel as well, including those in Italy, India, Germany, Chile, Turkey, the UAE, and the US.(Citation: Cybereason StrifeWater Feb 2022)",11 August 2022,11 April 2024,"['DEV-0500', 'Marigold Sandstorm']","['Microsoft Threat Actor Naming July 2023', 'Microsoft Threat Actor Naming July 2023']"
G1019,MoustachedBouncer,[MoustachedBouncer](https://attack.mitre.org/groups/G1019) is a cyberespionage group that has been active since at least 2014 targeting foreign embassies in Belarus.(Citation: MoustachedBouncer ESET August 2023),25 September 2023,26 September 2023,[''],[]
G0069,MuddyWater,"[MuddyWater](https://attack.mitre.org/groups/G0069) is a cyber espionage group assessed to be a subordinate element within Iran's Ministry of Intelligence and Security (MOIS).(Citation: CYBERCOM Iranian Intel Cyber January 2022) Since at least 2017, [MuddyWater](https://attack.mitre.org/groups/G0069) has targeted a range of government and private organizations across sectors, including telecommunications, local government, defense, and oil and natural gas organizations, in the Middle East, Asia, Africa, Europe, and North America.(Citation: Unit 42 MuddyWater Nov 2017)(Citation: Symantec MuddyWater Dec 2018)(Citation: ClearSky MuddyWater Nov 2018)(Citation: ClearSky MuddyWater June 2019)(Citation: Reaqta MuddyWater November 2017)(Citation: DHS CISA AA22-055A MuddyWater February 2022)(Citation: Talos MuddyWater Jan 2022)",18 April 2018,29 August 2024,"['Earth Vetala', 'MERCURY', 'Mango Sandstorm', 'Seedworm', 'Static Kitten', 'TA450', 'TEMP.Zagros']","['Trend Micro Muddy Water March 2021', 'Anomali Static Kitten February 2021', 'Microsoft Threat Actor Naming July 2023', 'Symantec MuddyWater Dec 2018', 'Anomali Static Kitten February 2021', 'Trend Micro Muddy Water March 2021', 'Anomali Static Kitten February 2021', 'Trend Micro Muddy Water March 2021', 'Proofpoint TA450 Phishing March 2024', 'FireEye MuddyWater Mar 2018', 'Anomali Static Kitten February 2021', 'Trend Micro Muddy Water March 2021']"
G0129,Mustang Panda,"[Mustang Panda](https://attack.mitre.org/groups/G0129) is a China-based cyber espionage threat actor that was first observed in 2017 but may have been conducting operations since at least 2014. [Mustang Panda](https://attack.mitre.org/groups/G0129) has targeted government entities, nonprofits, religious, and other non-governmental organizations in the U.S., Europe, Mongolia, Myanmar, Pakistan, and Vietnam, among others.(Citation: Crowdstrike MUSTANG PANDA June 2018)(Citation: Anomali MUSTANG PANDA October 2019)(Citation: Secureworks BRONZE PRESIDENT December 2019) ",12 April 2021,22 March 2023,"['BRONZE PRESIDENT', 'RedDelta', 'TA416']","['Secureworks BRONZE PRESIDENT December 2019', 'Recorded Future REDDELTA July 2020', 'Proofpoint TA416 Europe March 2022', 'Proofpoint TA416 November 2020']"
G1020,Mustard Tempest,"[Mustard Tempest](https://attack.mitre.org/groups/G1020) is an initial access broker that has operated the [SocGholish](https://attack.mitre.org/software/S1124) distribution network since at least 2017. [Mustard Tempest](https://attack.mitre.org/groups/G1020) has partnered with [Indrik Spider](https://attack.mitre.org/groups/G0119) to provide access for the download of additional malware including LockBit, [WastedLocker](https://attack.mitre.org/software/S0612), and remote access tools.(Citation: Microsoft Ransomware as a Service)(Citation: Microsoft Threat Actor Naming July 2023)(Citation: Secureworks Gold Prelude Profile)(Citation: SocGholish-update)",06 December 2023,25 March 2024,"['DEV-0206', 'GOLD PRELUDE', 'TA569', 'UNC1543']","['Microsoft Threat Actor Naming July 2023', 'Secureworks Gold Prelude Profile', 'Secureworks Gold Prelude Profile', 'Secureworks Gold Prelude Profile']"
G0055,NEODYMIUM,"[NEODYMIUM](https://attack.mitre.org/groups/G0055) is an activity group that conducted a campaign in May 2016 and has heavily targeted Turkish victims. The group has demonstrated similarity to another activity group called [PROMETHIUM](https://attack.mitre.org/groups/G0056) due to overlapping victim and campaign characteristics. (Citation: Microsoft NEODYMIUM Dec 2016) (Citation: Microsoft SIR Vol 21) [NEODYMIUM](https://attack.mitre.org/groups/G0055) is reportedly associated closely with [BlackOasis](https://attack.mitre.org/groups/G0063) operations, but evidence that the group names are aliases has not been identified. (Citation: CyberScoop BlackOasis Oct 2017)",16 January 2018,25 March 2019,[''],[]
G0019,Naikon,"[Naikon](https://attack.mitre.org/groups/G0019) is assessed to be a state-sponsored cyber espionage group attributed to the Chinese People’s Liberation Army’s (PLA) Chengdu Military Region Second Technical Reconnaissance Bureau (Military Unit Cover Designator 78020).(Citation: CameraShy) Active since at least 2010, [Naikon](https://attack.mitre.org/groups/G0019) has primarily conducted operations against government, military, and civil organizations in Southeast Asia, as well as against international bodies such as the United Nations Development Programme (UNDP) and the Association of Southeast Asian Nations (ASEAN).(Citation: CameraShy)(Citation: Baumgartner Naikon 2015) 

While [Naikon](https://attack.mitre.org/groups/G0019) shares some characteristics with [APT30](https://attack.mitre.org/groups/G0013), the two groups do not appear to be exact matches.(Citation: Baumgartner Golovkin Naikon 2015)",31 May 2017,19 August 2021,[''],[]
G0133,Nomadic Octopus,"
[Nomadic Octopus](https://attack.mitre.org/groups/G0133) is a Russian-speaking cyber espionage threat group that has primarily targeted Central Asia, including local governments, diplomatic missions, and individuals, since at least 2014. [Nomadic Octopus](https://attack.mitre.org/groups/G0133) has been observed conducting campaigns involving Android and Windows malware, mainly using the Delphi programming language, and building custom variants.(Citation: Security Affairs DustSquad Oct 2018)(Citation: Securelist Octopus Oct 2018)(Citation: ESET Nomadic Octopus 2018)",24 August 2021,02 September 2022,['DustSquad'],"['Security Affairs DustSquad Oct 2018', 'Securelist Octopus Oct 2018', 'SecurityWeek Nomadic Octopus Oct 2018']"
G0049,OilRig,"[OilRig](https://attack.mitre.org/groups/G0049) is a suspected Iranian threat group that has targeted Middle Eastern and international victims since at least 2014. The group has targeted a variety of sectors, including financial, government, energy, chemical, and telecommunications. It appears the group carries out supply chain attacks, leveraging the trust relationship between organizations to attack their primary targets. The group works on behalf of the Iranian government based on infrastructure details that contain references to Iran, use of Iranian infrastructure, and targeting that aligns with nation-state interests.(Citation: FireEye APT34 Dec 2017)(Citation: Palo Alto OilRig April 2017)(Citation: ClearSky OilRig Jan 2017)(Citation: Palo Alto OilRig May 2016)(Citation: Palo Alto OilRig Oct 2016)(Citation: Unit42 OilRig Playbook 2023)(Citation: Unit 42 QUADAGENT July 2018)",14 December 2017,04 September 2024,"['APT34', 'COBALT GYPSY', 'EUROPIUM', 'Evasive Serpens', 'Hazel Sandstorm', 'Helix Kitten', 'IRN2', 'ITG13']","['Unit 42 QUADAGENT July 2018', 'FireEye APT34 Dec 2017', 'Check Point APT34 April 2021', 'Secureworks COBALT GYPSY Threat Profile', 'Microsoft Threat Actor Naming July 2023', 'Unit42 OilRig Playbook 2023', 'Microsoft Threat Actor Naming July 2023', 'Unit 42 QUADAGENT July 2018', 'Crowdstrike Helix Kitten Nov 2018', 'Crowdstrike Helix Kitten Nov 2018', 'IBM ZeroCleare Wiper December 2019']"
G0071,Orangeworm,"[Orangeworm](https://attack.mitre.org/groups/G0071) is a group that has targeted organizations in the healthcare sector in the United States, Europe, and Asia since at least 2015, likely for the purpose of corporate espionage.(Citation: Symantec Orangeworm April 2018) Reverse engineering of [Kwampirs](https://attack.mitre.org/software/S0236), directly associated with [Orangeworm](https://attack.mitre.org/groups/G0071) activity, indicates significant functional and development overlaps with [Shamoon](https://attack.mitre.org/software/S0140).(Citation: Cylera Kwampirs 2022)",17 October 2018,10 April 2024,[''],[]
G0068,PLATINUM,[PLATINUM](https://attack.mitre.org/groups/G0068) is an activity group that has targeted victims since at least 2009. The group has focused on targets associated with governments and related organizations in South and Southeast Asia. (Citation: Microsoft PLATINUM April 2016),18 April 2018,22 April 2021,[''],[]
G1005,POLONIUM,"[POLONIUM](https://attack.mitre.org/groups/G1005) is a Lebanon-based group that has primarily targeted Israeli organizations, including critical manufacturing, information technology, and defense industry companies, since at least February 2022. Security researchers assess [POLONIUM](https://attack.mitre.org/groups/G1005) has coordinated their operations with multiple actors affiliated with Iran’s Ministry of Intelligence and Security (MOIS), based on victim overlap as well as common techniques and tooling.(Citation: Microsoft POLONIUM June 2022)",01 July 2022,08 January 2024,['Plaid Rain'],['Microsoft Threat Actor Naming July 2023']
G0056,PROMETHIUM,[PROMETHIUM](https://attack.mitre.org/groups/G0056) is an activity group focused on espionage that has been active since at least 2012. The group has conducted operations globally with a heavy emphasis on Turkish targets. [PROMETHIUM](https://attack.mitre.org/groups/G0056) has demonstrated similarity to another activity group called [NEODYMIUM](https://attack.mitre.org/groups/G0055) due to overlapping victim and campaign characteristics.(Citation: Microsoft NEODYMIUM Dec 2016)(Citation: Microsoft SIR Vol 21)(Citation: Talos Promethium June 2020),16 January 2018,19 April 2024,['StrongPity'],"['Bitdefender StrongPity June 2020', 'Talos Promethium June 2020']"
G0040,Patchwork,"[Patchwork](https://attack.mitre.org/groups/G0040) is a cyber espionage group that was first observed in December 2015. While the group has not been definitively attributed, circumstantial evidence suggests the group may be a pro-Indian or Indian entity. [Patchwork](https://attack.mitre.org/groups/G0040) has been seen targeting industries related to diplomatic and government agencies. Much of the code used by this group was copied and pasted from online forums. [Patchwork](https://attack.mitre.org/groups/G0040) was also seen operating spearphishing campaigns targeting U.S. think tank groups in March and April of 2018.(Citation: Cymmetria Patchwork) (Citation: Symantec Patchwork)(Citation: TrendMicro Patchwork Dec 2017)(Citation: Volexity Patchwork June 2018)",31 May 2017,22 March 2023,"['Chinastrats', 'Dropping Elephant', 'Hangover Group', 'MONSOON', 'Operation Hangover']","['Securelist Dropping Elephant', 'Symantec Patchwork', 'Securelist Dropping Elephant', 'PaloAlto Patchwork Mar 2018', 'Volexity Patchwork June 2018', 'PaloAlto Patchwork Mar 2018', 'Unit 42 BackConfig May 2020', 'Forcepoint Monsoon', 'Forcepoint Monsoon', 'PaloAlto Patchwork Mar 2018', 'Forcepoint Monsoon', 'Operation Hangover May 2013']"
G0011,PittyTiger,[PittyTiger](https://attack.mitre.org/groups/G0011) is a threat group believed to operate out of China that uses multiple different types of malware to maintain command and control.(Citation: Bizeul 2014)(Citation: Villeneuve 2014),31 May 2017,12 October 2021,[''],[]
G1040,Play,"[Play](https://attack.mitre.org/groups/G1040) is a ransomware group that has been active since at least 2022 deploying  [Playcrypt](https://attack.mitre.org/software/S1162) ransomware against the business, government, critical infrastructure, healthcare, and media sectors in North America, South America, and Europe. [Play](https://attack.mitre.org/groups/G1040) actors employ a double-extortion model, encrypting systems after exfiltrating data, and are presumed by security researchers to operate as a closed group.(Citation: CISA Play Ransomware Advisory December 2023)(Citation: Trend Micro Ransomware Spotlight Play July 2023)",24 September 2024,02 October 2024,[''],[]
G0033,Poseidon Group,[Poseidon Group](https://attack.mitre.org/groups/G0033) is a Portuguese-speaking threat group that has been active since at least 2005. The group has a history of using information exfiltrated from victims to blackmail victim companies into contracting the [Poseidon Group](https://attack.mitre.org/groups/G0033) as a security firm. (Citation: Kaspersky Poseidon Group),31 May 2017,18 March 2020,[''],[]
G0024,Putter Panda,[Putter Panda](https://attack.mitre.org/groups/G0024) is a Chinese threat group that has been attributed to Unit 61486 of the 12th Bureau of the PLA’s 3rd General Staff Department (GSD). (Citation: CrowdStrike Putter Panda),31 May 2017,11 April 2024,"['APT2', 'MSUpdater']","['Cylance Putter Panda', 'CrowdStrike Putter Panda']"
G0048,RTM,[RTM](https://attack.mitre.org/groups/G0048) is a cybercriminal group that has been active since at least 2015 and is primarily interested in users of remote banking systems in Russia and neighboring countries. The group uses a Trojan by the same name ([RTM](https://attack.mitre.org/software/S0148)). (Citation: ESET RTM Feb 2017),31 May 2017,12 May 2020,[''],[]
G0075,Rancor,[Rancor](https://attack.mitre.org/groups/G0075) is a threat group that has led targeted campaigns against the South East Asia region. [Rancor](https://attack.mitre.org/groups/G0075) uses politically-motivated lures to entice victims to open malicious documents. (Citation: Rancor Unit42 June 2018),17 October 2018,09 February 2024,[''],[]
G1039,RedCurl,"[RedCurl](https://attack.mitre.org/groups/G1039) is a threat actor active since 2018 notable for corporate espionage targeting a variety of locations, including Ukraine, Canada and the United Kingdom, and a variety of industries, including but not limited to travel agencies, insurance companies, and banks.(Citation: group-ib_redcurl1) [RedCurl](https://attack.mitre.org/groups/G1039) is allegedly a Russian-speaking threat actor.(Citation: group-ib_redcurl1)(Citation: group-ib_redcurl2) The group’s operations typically start with spearphishing emails to gain initial access, then the group executes discovery and collection commands and scripts to find corporate data. The group concludes operations by exfiltrating files to the C2 servers. ",23 September 2024,23 September 2024,[''],[]
G0106,Rocke,"[Rocke](https://attack.mitre.org/groups/G0106) is an alleged Chinese-speaking adversary whose primary objective appeared to be cryptojacking, or stealing victim system resources for the purposes of mining cryptocurrency. The name [Rocke](https://attack.mitre.org/groups/G0106) comes from the email address ""rocke@live.cn"" used to create the wallet which held collected cryptocurrency. Researchers have detected overlaps between [Rocke](https://attack.mitre.org/groups/G0106) and the Iron Cybercrime Group, though this attribution has not been confirmed.(Citation: Talos Rocke August 2018)",26 May 2020,19 June 2020,[''],[]
